,userName,content,score,at
8188,Daniel Ronny,Very helpful ojol apps. So many good feature.,5,1/18/2022 11:30
8189,Martin Tay,Very reliable & reasonably priced,5,9/6/2022 23:15
8190,Daniel Setiawan,"Satisfied with the services, rather it's transportations or deliveries",5,3/20/2021 3:32
8191,kesa maria,"really helpfull, but i wish they can give more voucher 😁",5,5/12/2021 5:39
8192,Kevin Sebastian,Fast response for the submitted ticket. Thanks!,5,3/21/2023 15:02
8193,Hailey seon,"Reasonable price , love it",4,12/12/2023 10:08
8194,A Google user,What happen? I just top up my gopay. And in this apps my gopay is zero. And i cant use go ride gocar gofood..or everything in this apps. Please fix it asap,1,3/17/2020 5:15
8195,Nova Ch,Very helpful and easy to use,5,5/11/2021 0:24
8196,chen juefeng,cannot log in. cannot retrieve email account,1,7/17/2023 8:56
8197,FJL,Very nice app. Easy to use and looks good.,5,9/22/2020 19:37
8198,melody nada,Apdetan terakhir ga bs buat pesen gosend alasannya could not calculate the distance. How come!,1,12/7/2021 5:52
8199,Wahyu Diroso,This application makes it easier for me to carry out daily activities. Thanks.,5,2/26/2022 10:45
8201,Jefri Marvel,Good app only it's quite expensive sometimes to be careful other then that is a good app,4,6/8/2022 11:55
8202,A Google user,It was a terrific application . . . I like this Indonesian online taxi app,5,2/15/2020 13:06
8203,ipel,application that really helps with daily needs,5,11/28/2022 5:47
8204,Chillie POR,Fast pick up on Taxi meter vs not in GRAB,5,11/27/2021 10:26
8205,Me-An Dizon,Just happy most drivers that i rode with are kind.,5,2/26/2023 10:18
8206,Ivan J. Sutton S. Putra,Not receiving OTP using Dutch phone number.,1,6/20/2022 23:18
8207,John Jegathesan,Very efficient and reliable.,5,11/10/2022 10:57
8209,Mouhcine Elfakir,"The worst service nowdays of gojek seems to go down and bankrupt as other companies before, the application is doing awful and the restaurants taking longtime and also solving problemes is below of even 1 star, i think gojek go and find another country to work in because indonesians who makes you grow they can make you go down if you dont respect them. Anyway gojek is the worst",1,12/22/2021 17:24
8210,Satish Muniyappa,Prices are most times lower than grab,5,5/1/2023 4:44
8211,Mohamed Ayoob Khan,So far so good but only once had a reckless driving with one of the driver,4,8/6/2020 9:39
8212,Iren iren,Suddenly the promo on my gofood is gone..there is no discount anymore why???,4,3/15/2022 8:34
8213,A Google user,"Often wait 15+ minutes, while literally many driver on sight",3,2/28/2020 8:54
8214,Si Ying Tan,Great app. Competitive price!,5,12/25/2021 12:52
8215,Edward Lim,Apps hanged not able to open,1,10/29/2021 23:56
8216,Muhamad Annur,"Ok it's time to implement your smart login to open this app. Finger Print or using pin to open this app. Or to agree the payment like Play Store. Or Look like banking app. That because in this app there ONE TAP pay action and ONE TAP real human action. So in actualy this app directly connet to human activity, to people job, to product, to company activity, to restaurant activity. All about time and money, about another people. If there one mistake? Who is have the problem. Thank for attention.",5,12/26/2020 17:38
8217,Muhd Arif,"Pick up point was selected at my block bin centre.Driver is dropping off pessenger.Wait 9 mins for him.Driver arrived at the opposite block.When they stop there i ask the driver to go in since my mom having difficulty walking.The driver cancelled the trip.What the point of waiting.You want cancel,cancel early dont waste my time",1,4/22/2022 14:03
8218,ann Sunny,Drivers always cancelled on trips as they like!,1,3/28/2022 10:04
8219,Indrananto W P,"Nice UI, easy to use",5,6/4/2021 7:07
8220,Mikael Bloodcurse,"The drivers you are getting will be 99% about 10-13mins away from you. If you are in a rush, avoid using Gojek at all cost. Their system is totally lousy when pairing. Pity those drivers who have to waste their fuel to drive all the way for 10-13min just to pick a passenger. If I can give 0 star I would.",1,2/25/2022 3:57
8221,KosuKa Studio,"Promo didn't applied, it's been a month i can't even use my promo",1,5/16/2023 10:06
8222,TwentyFifth Baam,"Love it, amazing, making stuff easier for meee",5,3/5/2022 23:08
8223,Jan rudi Iskandar,Excellent service.... Keep high standard,5,6/20/2023 9:37
8225,claudio styadi,"Just bcs the fun fact about bugs, nice info",5,8/4/2022 15:24
8226,A Google user,I take Gojek or Ryde every day for 30 min to 50 min to and fro. Please do not merge with unethical company who doesn't care for their partners or passengers. I will delete this monopoly as soon as you merge. When they merged with Uber I had boycotted and taken Comfort App instead. That is just how much I hate Grab.,4,2/25/2020 5:16
8227,Winny Hermawan,customer service nya sucks. kagak reliable.,3,6/30/2022 8:51
8228,Joseph Ferdinand,"Easy to use, user friendly",5,8/17/2020 4:39
8229,Joel Low,"What a waste of time, waited 17mins when driver just cancels last min, have fees when customer is late but when driver takes so long to arrive, it's not their fault such as always taking more than 5mins of ETA",1,4/12/2022 23:37
8230,Andreas Kodyat,Latest update makes the gofood service unusable.,5,7/14/2022 9:06
8231,Ginny Chan,Itl was a good experience. Driver was very polite and entertaining,5,9/11/2022 23:48
8232,Ria Triastomo,I cannot give full stars because I've had once inconvenient experience related to the gojek driver,4,4/1/2022 23:04
8233,Ilkham Hidayah,Nice app. Just little bit heavy for my system.,5,11/26/2021 6:26
8234,Diana Septiani,"All in 1 app, my favorite app for all my needs!! ❤️",5,5/11/2021 12:22
8235,Maha Devi,Your driver accept the trip and take their badly sweet time to come when they haven't complete their earlier trip,1,9/13/2021 13:22
8236,desi oktayanti,Alhamdulillaah...User friendly and very helpfull app...,5,7/31/2021 4:50
8237,Eries Haryandi Subarna,For couple of years I'm using this app...one of my favourite among others..keep it up!!,5,6/17/2021 4:32
8238,Dez,Can't even open the app itself so please fix it.,1,5/31/2022 17:57
8240,A Google user,Great option for transportation,5,2/23/2020 10:29
8241,A Google user,"Can't search food, only search restorant's name. this is plain dumb, what's next? removing custom address? whoever decided this should be fired unless there's a valid reasoning which did not presetented to us, your audience.",1,3/27/2020 4:06
8242,Bertrand Maverick,My email to Customer support hasn't been responds been 3 days and i also haven't received my cashback i deserved (2x24),1,11/14/2021 17:27
8243,David Wiryawan,Cant change the note on saved addresses. Fix pls,3,12/4/2022 9:56
8244,Irhm Zki,"This app is very-very cool, because now add corona virus, and now gojek really needed to deliver things, order food, gojek is good because add gopay, now add event ebadah on gojek app for ramadhan, gojek is good app for now",5,5/14/2020 7:54
8245,beh ilyas,Easy to use and helpfull,5,6/14/2021 3:58
8246,Dian,Good service and discount hehe,5,7/21/2021 13:09
8247,Yemima Nafiri,My food order didn't delivered while the driver completed the order. I repirted this issue to Gojek but they don't respond at all.,1,5/21/2020 9:25
8248,A Google user,I hope if I book a gocar I can see the car's colour from the app,5,3/23/2020 4:21
8249,alyaaskh 2,"ethics and manners of drivers must be maintained! teach them how to be polite, respect each other and look after each other. I am very disappointed with this. PLEASE NOTE HOW THEY'RE TALKING!",5,1/31/2021 13:51
8250,okik sqa,"Kindly pls reduce your admin fee when top up via minimart.. Many drivers couldn't even top up, due to lack of knowledge or just transferred to their bank account. So sad about this admin fee.",4,6/11/2022 2:47
8251,A Google user,"I just use it because some app use gopay, i never use the feature of whole app",3,4/6/2020 16:29
8252,Fajar S. Salim,"Please enable feature confirmation of payment method (gopay or cash) before ordering food / ojek. Or at least set gopay as a primary payment method for every order, not cash.",4,4/21/2021 11:22
8253,umitz mitz,"cannot pay with gopay, always ask for update evntho mine the latest",3,1/11/2021 9:15
8254,Aung Kyaw Paing,Can't even get OTP to sign up. Frustrating,1,9/13/2022 3:33
8255,Eden Hutabalian,i don't like it when i know that i can't upgrade to gopay plus,1,6/5/2020 6:00
8256,riskman dana,"Forced closed, vivo z1 pro after system update. Please fix it",3,10/24/2021 16:18
8257,Aista Wisnu P,"Good apps from Indonesia, pride.",5,7/26/2022 11:57
8258,May Sio Mui,Best ride hailing app with so many deals!,5,10/5/2021 6:35
8259,Arnesal Idrus,"Generally, it is good application, easy to used.",5,9/11/2021 11:17
8260,Adinda Laksmi,This app is very useful and help me alot in daily activities,4,11/15/2020 11:44
8261,Bulle Santo,give more voucher,5,12/5/2023 1:20
8262,Marshanda Kamila,it crashes so often now,2,10/13/2023 8:41
8263,mdy BARUS,Not precise location,3,10/8/2023 10:51
8264,Tim Wong,Easy to use with good promo codes,5,12/15/2021 1:22
8265,Kristiadi Pangrib Astrada,The UI can be better I think,4,2/5/2022 7:13
8266,Arvin Wibowo,"After update, can' run the app",1,10/22/2021 22:24
8267,Samsiah Saut,"Its quite fast, responding to our booking.",5,3/31/2022 2:32
8269,Bali Countryside Tour,Quick respind and reasonable price,4,6/11/2021 9:10
8270,tulus jasmen,"Good apps, good driver, easy use...",5,1/30/2022 11:19
8271,Yusuf Trisetyo,Service ok but price too high,4,1/16/2022 5:43
8272,Happy Septian,Always blank after last update. Please fix this!!!,5,12/24/2021 12:13
8273,Siska Gunawan,Very useful and user friendly,5,7/17/2021 10:36
8274,yuni krisnandi,It is very handy!! Help me in so many ways to make life easier. Thanks!,5,5/12/2021 12:49
8275,cello simpado,Untuk delivery app dan food delivery sangat baik,5,7/30/2023 11:12
8277,nuuri account,Ok but its difficult to find menu cancel,4,6/7/2022 15:55
8278,M. Soleh Sutanto (‫صالح سوتنطا‬‎),Amazing app! Fulfill almost every need of mine.,5,12/29/2020 3:37
8279,Irvin Geoffrey,Very straightforward and useful,5,11/16/2022 1:09
8280,Firdaus Agung Syafutra,"Bad Experience, Account deactivated unilaterally without reason",1,2/21/2021 3:04
8281,A Google user,Very helpful and easy to use. Thank you Gojek❤,5,1/8/2020 2:01
8282,Ezra Abraham,Best transportation app in indonesia,5,6/12/2021 4:09
8283,Via Lee,Very useful ad helpful moreover in this pandemic situation 👍 thanks,5,6/1/2021 23:54
8284,jaye poh wei meng,"""$67 for a trip"" sums up everything i want to say about this app.",1,9/22/2022 1:34
8286,Sam Buck,Good app UI and extremely helpful,5,2/10/2022 9:46
8288,dickydargo,"good aplication, very helpfull, easy use👍👍👍👍👍",5,3/30/2021 2:15
8289,Aufar Abrari,Easy user interface,5,11/2/2021 6:24
8290,Andi Wijaya,Simple and makes life easier,5,7/19/2023 11:22
8291,Fransiskus Samuel Renaldi,Simple and Consument oriented,5,5/17/2021 14:55
8292,Elsje Basuki,"Good and clever driver, has the tip",5,6/6/2022 8:42
8293,Christina Malinda,"really helpfull, especially in this pandemic time.",5,5/10/2021 10:24
8294,Tagor Sianipar,Recommended app for food and delivery,5,1/21/2022 1:05
8295,Dea Sarah Muslim,Train your drive ya. Especially the bluebird one.,2,6/1/2021 7:37
8296,Cioroce Inc,Very useful. And praktis. Mantap,5,7/5/2023 8:45
8297,Speed B,Easy and convenient app,5,8/26/2022 23:09
8298,A Google user,The price cut promo is not what they advertise..,3,3/14/2020 4:37
8299,Nurul Emilda,Easy and convenience,5,12/29/2022 4:51
8300,hin hin,"my apps.crash now!!! no update in googleapps,",3,6/5/2022 3:06
8301,Charlie Jonathan Siauw,Awesome app!!! Keep up the great work!!!,5,6/8/2022 8:29
8302,A Google user,Why my gojek app always searching location again and again although my gps location is On,1,2/14/2020 14:32
8303,Roblox Lover,This app is good because I can pay with money and transfer it to gopay,5,5/12/2022 12:16
8304,gregor fabikan,"too many bugs, drives me crazy!",1,11/28/2021 11:57
8305,Echizen Kirino,why is my gotix blank?,3,11/25/2023 6:23
8306,Dhanu Prasidya Putra Raharja,"Very good app, looking for further update omtimized",5,3/23/2021 14:48
8309,Leon,"Too Much Problem Occured , such as , Cant make order ar GoRide, Can't use Gopay to pay at Supermarket, etc",1,6/12/2023 7:36
8310,Yusmaliani Sudjana,Easy using and good service,5,4/8/2022 2:52
8311,Lynn ng,"Good rate, fast n efficient",5,2/9/2022 14:20
8312,Yudi Lukianto,"Easy application,high function",5,10/20/2022 22:56
8313,Taufiq Hidayat,"hi, map way finding is weird, your driver always nyasar",2,1/23/2022 8:19
8314,Helmut Mario,the app can be buggy at times,4,7/14/2023 21:06
8315,A Google user,Best of all available in town,5,1/14/2020 15:33
8316,Muhammad Rizaldi Fatah,"Too many ads, fckoff.",1,4/10/2023 13:08
8317,A Google user,Good application and easy.,5,2/9/2020 14:09
8318,Isabelle Meunier,Great app ! Can t live in bali without this app !!,5,7/29/2023 22:46
8319,fey puspita,Good and help us to find a food,5,6/11/2022 11:00
8320,Tumiar Septiani,"Very helpfull. But, why the price so higher than before ? 😁",5,1/15/2023 0:32
8321,Coco Yuri,"My fav! Fast to get driver, nice discount",5,6/8/2022 12:31
8322,Silv,4 years later still can't turn off ads notif,1,11/22/2022 8:16
8323,A Google user,Excellent apps...good job team!!,5,3/25/2020 11:08
8324,Kanade さん,"App version, bug resolve not writen properly",2,8/2/2022 3:11
8325,Doking Official Channel,"Fare change within second, price too high",1,11/15/2021 2:24
8326,David Thomas,Support Indonesian product!!,5,9/27/2020 17:06
8327,hadriyan nurstiyo,Very usefull for daily transportation,5,4/11/2022 0:06
8328,Sabam CP Sitinjak,Best transport app and all you need,5,11/22/2021 14:37
8329,A Google user,The apps always crashing.,1,4/26/2020 11:46
8330,Rizal “LockAndLoad1605” Noerdin,Makes everything faster & easier,5,5/22/2021 4:20
8331,Firdaus Arifin (FA),Best app services for food delivery,5,8/15/2021 11:51
8332,Elya Diana,Nice application and easy to use...so helpfull...thanks,5,8/31/2022 12:21
8333,A Google user,Best app for riding and have a meal hehe,4,4/4/2020 3:16
8334,henny sugiharti,easy to use apps,5,8/30/2023 5:44
8335,Sulfa Rais,"The apps keep crashing, I don't know why",1,11/4/2020 4:37
8336,Mc2 One,always having problems uploading e-ktp,2,1/15/2022 5:21
8337,A Google user,Best for daily use and daily needs!,5,2/12/2020 6:50
8338,Arum,Been using this apps for years.. no significant complaint till now. Just get better and better.,5,3/27/2022 3:26
8339,Reki Anis,Easy to use and simple,5,4/28/2023 6:25
8340,Deena Arsjadi,Dont update your app too much. By using too much space.,4,7/30/2022 5:16
8342,Chin Siam Eric,A great option to Taxi and Grab.,5,1/25/2022 3:15
8344,Kurosaki Shun,Bad UI. Bad Optimization,1,10/8/2020 5:34
8345,Rajesperi Krishnasamy,Driver was on time and was a smooth ride,5,3/19/2022 23:49
8346,Nn Nn,Easy to use and helpfull,5,6/16/2021 3:20
8347,Emmanuel Francis,Keeps crashing on Samsung S21+,1,1/1/2022 7:05
8348,Niknik Bestar,Nice service and apps,5,5/11/2021 6:01
8349,A Google user,Easy content and usefull,3,3/4/2020 23:29
8350,andi zahuriansyah,Super apps make life easier,5,8/20/2021 12:03
8351,Herman Susilo,"Good app, help me a lot to order food ...",5,8/14/2022 13:52
8352,Ahmad faiz,dog💥 my god why cant i cancel in the first 10 sec bro the driver price was overprice im gonna go use another app after this lmao,1,9/11/2023 3:53
8353,Yan Agustian,"Good apps, easy and very useful",5,6/15/2021 5:45
8354,Claudia H,Very helpful! Hopefully there will be more discount :p,5,5/17/2021 23:14
8355,Asep Hendriana,Very easy to use and useful,5,10/15/2020 11:34
8356,irene swastika,"Limited promo option, recently i prefer the other ""green "" app.",4,7/10/2023 14:03
8357,A Google user,Quick and user friendly,5,2/4/2020 6:38
8358,A Google user,Very helpful and easy to use,5,2/5/2020 19:59
8359,Shah Skinz,Easy to use. Alot of promos,5,10/27/2021 4:26
8360,Susan Joesri,"Usefull, fast and efficient",5,5/29/2021 2:46
8361,iltutmis,a lots of ads,1,5/24/2021 20:51
8362,CliffSue Nonis,Very reliable transport services.,5,9/16/2021 9:41
8363,linkuser,"Map innacurate, driver always get lost finding the location",3,9/6/2021 6:29
8364,Muhamad Fadhullah bin hamzah,Smooth and friendly driver,4,3/13/2023 16:56
8365,Warisman Yudhi Syam,Really bad top up failure handling,1,8/23/2021 5:26
8366,Michael Roy,Easy and helpful apps.,5,2/19/2022 1:42
8367,Lucky Aura sandiana,The additional's price higher than the food's price it self,1,1/24/2022 5:08
8369,Muhammad Athallah,WHY CANT I TOP UP FROM MY FAMILY AND FRIENDS????,4,9/11/2023 14:00
8370,Yohanes Rendhika,No progress always closed by itself,1,8/15/2020 11:55
8371,Putri Hasquita Ardala,Technical error happened too often,2,1/18/2021 12:03
8372,Raos Palay,Easy and fair price,5,9/4/2022 9:51
8373,gusdar sono,Not bad.. but the discount isnt big enough like grab..,5,12/8/2021 7:02
8374,surya marthias,cool app and quite helpfull for daily activity,5,8/11/2022 13:49
8375,Hairi Othman (AlengClementi),Very good comfartable and much cheaper,5,8/30/2021 5:04
8376,A Google user,rather good svc... gps inaccurate though.,5,1/29/2020 6:14
8377,Beast Lah,Always crash after update the app,3,9/21/2021 12:31
8378,Artanto Wahyono,"very easy to use, reliable",5,5/31/2021 11:02
8379,Aqiilah Raeghinaa Azahra,Too much update. It's very annoying.,4,3/24/2022 1:22
8380,A Google user,awesome apps. just increase every features better,5,4/3/2020 0:54
8381,A Google user,The best apps and very helpful to deliver me to my destintion,5,2/19/2020 6:44
8382,Ivanourz Artworks (Ivanourz),Great app for fast travelling.,5,1/31/2021 5:48
8383,Kyu Kiu,Really smooth UI/UX,5,11/12/2021 7:48
8384,Fariz Zonka,Too much updating some unnecessary features. Stupid app,1,3/18/2022 9:55
8385,Ayesha Qureshi,They cancelled twice. After waiting 10 minutes each time,1,12/23/2021 9:09
8386,Jodi Nugrohorestu,"bad apps, gocar error please fix it",1,11/26/2022 3:11
8387,bambang ng,Friendly user app. Fare is relative affordable.,5,10/12/2021 5:20
8388,Ron,Efficient service quality vehicles and drivers,5,12/3/2022 2:12
8389,Mohamed Jamil,Good service Care reasonable cheap keep it up,5,3/27/2022 0:06
8390,Glistening Wood,Great app. Keep up the good works!,5,12/3/2021 16:41
8391,Dzakwan Rasyid,It takes time too long when order go ride,2,5/3/2021 10:37
8392,Jessica Goh,It's effortless and smooth,4,6/27/2021 10:58
8393,Tanti Idayati,Very helpful apps for daily activities,5,6/20/2020 3:58
8394,eunike mantiri,Easy to use and helpful!,5,8/7/2021 11:32
8395,Ihsan Rizal,Log in issue fixed thank you very much,5,2/10/2022 6:38
8396,Arie Kurniawan,good application easy and power full,5,12/19/2021 9:20
8397,Helmy Laz,"Order is always busy, not recommended",1,4/24/2022 9:33
8398,rizal amory,Good services and fast respond,5,7/10/2022 12:52
8399,Edmund Xue,The app just shows the map and nothing happens,1,5/6/2021 2:51
8400,Moto Rola99,The app is faulty (unable to load price in the basket),2,8/3/2022 6:07
8401,Xg Zhang,Good service and fair price,5,7/9/2021 11:13
8402,Dianah Maarof,I am happy and pleased to use gojek had a very good experience with awesome drivers who chatted with me truout the journey,5,7/19/2021 12:06
8403,Siti Sabrina Zein,"Alhamdulillah, i really happy to used this app for many times. It's so helpfull my activities",5,6/11/2021 9:03
8404,G Note,"You will be charged fees even when the driver makes a mistake, BE CAREFUL!!!",1,11/13/2022 13:12
8405,Jefferson Chiang,Should put a home and work shortcut.,5,7/4/2022 16:40
8406,A Google user,Nice app for traveling and getting food,5,4/12/2020 5:43
8407,Mas Moch Fathahillah,Driver location isnt updated in real time.,2,6/3/2022 11:35
8408,nurliana sutiono,Easy to use and helpful.,5,6/9/2021 11:56
8409,KC JoJo,Getting longer to take a ride. 30 minutes wait is too long. I'm late for my appointment.,1,1/13/2022 7:31
8410,KC Ng,Simple and easy to use.,5,11/6/2022 8:13
8411,ARDIY SOETARKO,Great and Easy Application... Thanks...,5,3/22/2021 0:39
8412,kurnia setyawan,"Nice application, make life more easy",5,7/12/2021 13:31
8413,Julius,"Love the app, keep up the good work.",5,9/2/2022 8:18
8414,DKNYIND MCZR,Usefull aplication. Many help for emergency needs,5,3/2/2022 12:17
8415,asep nurman,Nice n easy to order/use..,5,1/15/2022 11:26
8416,Ayzee INA,Easy operation and good fare..,5,11/6/2021 8:00
8417,Binerco Gunawan,Cannot cancel food!!! if we do wrong click,1,1/25/2021 7:02
8418,Asna Rasyid,Small town like Payakumbuh is hard to get a bigger car with capacity 6 passengers.,4,3/27/2022 13:27
8419,Gojekjakarta Driver,Saving time. quick serving as well.,5,10/31/2020 8:45
8420,Joseph Chan,Easy to use and works well.,5,9/5/2021 6:31
8421,Harry Halim,You still need to ease sender-recipient detailed steps.,4,3/24/2022 5:24
8422,Pulicat Ettikudiappan,Impossible to contact a human in customer service. Unfit for emergencies,2,11/16/2022 9:40
8423,wong joseph,"Great service, Great drivers..",5,6/2/2021 0:38
8425,sjanadi pangestu,"Always ask permision, cannot order food Omg... Server busy",1,11/1/2021 11:25
8426,Ming Feng Tay,Stop increasing the prices every few seconds....,1,11/5/2021 0:31
8427,Itou Itou,Very useful and user friendly,5,6/10/2022 3:04
8428,viccai wincai,"Great application, very help and of course i love it💚💕💜💝",5,11/29/2020 10:19
8429,Anindito Wicaksono,"App crash after update, note8",5,5/14/2021 8:42
8430,A Google user,"My gojek app notif is broken and i even uninstalled to make the notif back, but nothing works. Pls help",2,2/20/2020 3:38
8431,Menik Wagiyanti,"Fast action, many promos",5,11/14/2021 6:57
8432,A Google user,Amazing lots of stuff is so much cheaper,5,1/31/2020 11:50
8433,Q Siregar,I can't download it. Been trying many times,2,4/26/2021 2:42
8434,Reza Faldian,Very reliable and good app,5,3/16/2022 15:58
8435,Rizka Syafbrina,Very Good! Hoping In the Future there will be Go Loan 🥰 Keep Innovating and Keep Improving👍,5,7/19/2021 14:40
8437,Faridz Rizal Fachri,"Helpful and useful app, great innovation",5,9/21/2022 13:04
8438,via wijaya,Very helpful apps! Thank you for your invention,5,6/29/2021 8:22
8439,Abraham Care,The best courier service fast n cheap,5,6/12/2022 9:29
8440,Nugroho Redmi,"request new feature, delete chat/chat history, please.",1,10/26/2020 15:10
8441,Анна Бабушкина,Check your validation. I have a russian number and I can't register.,1,11/17/2020 19:03
8442,Gunawan Tan,Very usefull and easy to use,5,11/11/2021 12:20
8443,ESTUUM Mining And Minerals,"Good services, driver polite and helpfull....oke",5,1/29/2023 3:08
8445,Richard Chen,A good alternative to Grab as their prices can be competitive.,5,7/7/2021 2:54
8446,A Google user,"can't update, can't use the application",3,3/23/2020 10:51
8447,Look Sharp (Looksharp),"Dont easily know how to contact, when having problems. Seems Gojek doesn't like problems.",1,6/17/2022 4:56
8448,momon bandung,"500mb working data, it's wasting data on your phone",3,7/12/2023 2:37
8449,MARCELLA Pek,"Almost all driver come quickly, polite and fast move to delivery my package",5,5/23/2021 23:49
8450,Sh Putri,"Bad service call centre not give problem solve at all, please educate your employee not being so lazy person!",1,3/11/2023 2:14
8451,Ailleen Adrienne Nathania,The apps is to heavy and laggy lately,3,9/29/2021 3:33
8452,Suwarno,"Can't upgrade gopay plus, server busy",3,2/24/2021 1:43
8453,Dzikri Angga,its just loading all the time,1,4/15/2022 17:46
8454,Mazda Nawallsyah,Blank screen not fixed,1,3/21/2021 3:17
8455,umiyana savitri,Problem with my app not working even uninstall,1,2/17/2022 3:06
8456,sasri anita,Too expensive when I just go to near destination,1,11/9/2020 9:32
8457,Gediminas R,That donkivchot app cant load any food options. Bullllshitttters,1,3/2/2023 11:15
8458,Kerrie Leong,Good service and prompt response,5,11/13/2021 14:30
8459,Ken Annisa,Please provide call center that easy to be contacted an fast response,2,7/13/2021 3:25
8460,Denny Martin,Helpful application and service,5,12/17/2021 14:35
8461,Tatsuseiga Yusoff,Good service with excellent drivers,5,8/16/2022 0:22
8462,Ms. Dilia Dewi,easier but not much promo as grab,4,5/29/2020 12:11
8463,A Google user,"This application makes it easy for me to find transportation, so i love it",5,3/1/2020 9:16
8465,Oleh-oleh Semarang Online,"so you banned our accounts. my account, my 1st daughter acc, my 2nd daughter acc, and my youngest daughter acc . what is wromg with your sistem. same wifi same connection is abused? others app are much better!!",1,10/1/2021 16:03
8466,Eugenius Ray,Top service all the time!,5,6/8/2023 9:03
8467,Thorsten Teetzen,"The drivers are always cancelling , since half an hour cant get drivers who want to work. Gila service",1,12/31/2021 8:53
8468,Agnez Rewin,Page not responding for about several times on my Xiaomi mobile,3,10/27/2021 1:09
8469,A Google user,The best online taxi/ojek booking app in Indonesia.,5,3/7/2020 5:22
8470,Rubie Govindraj,Charging customer $4 for driver not showing up.,2,9/18/2022 13:30
8471,Sook Peng,My last ride was a horrible ride. Diver very unhelpful,2,4/21/2023 4:06
8472,Minuita April,"User friendly app, all in yur hand",5,6/11/2022 5:50
8474,A Google user,Easy and simple,5,2/20/2020 10:16
8475,Raistlin Ong,Usually cheaper and faster than Grab,5,4/30/2022 5:39
8476,Debyyy,I've been cancelled for like 6 times and it say that all driver are busy‽...really?? What's goin on oh gosh🙄 this happen 3 days until now😔,2,12/8/2022 4:40
8477,Nahdha Fikri M. Muhammady,Awesome application integrated all daily needs,5,11/8/2021 4:35
8478,Jasper Wong,Mostly drivers are far from pick up point,3,10/19/2021 4:24
8479,Nabila Soraya,"Good services, good aplikasi, good anything ⭐⭐⭐⭐⭐",5,8/26/2022 10:48
8480,Lee King Ling,Location search need to be improved,3,11/10/2022 5:35
8481,Linh Thuy,terrible app cant load when rush hour,1,9/19/2020 11:40
8482,Djumarwan Djoemhana,"I can't login to Gojek site even I receive recovery 4 digit number but still can't open, please reinstate my account. Thank you",5,9/10/2021 15:37
8483,Denny Setiawan,1 single app needed for daily usage in Indonesia,5,3/2/2021 3:30
8484,nur auliyah,"useful, and quick access. thanks gojek.;)",5,1/31/2022 11:20
8485,A Google user,Keep stabil and perform,5,3/25/2020 12:02
8486,Alexander Lopatin,"""Violated"" their policies, now they suddenly disabled ability to make orders. Support suggests to use other device. Stay away from this app.",1,9/7/2022 4:06
8487,krido wahono,Solution for transportation in Indonesia,5,6/20/2022 6:30
8488,Doug Wheeler,"Good trip, no dramas. Very happy.",5,4/30/2023 10:54
8489,Sundoro Rondy Saputro,Ok ..good enough application and very helpfull,4,5/12/2021 5:51
8490,debby octavia,Nice driver and good service,5,5/14/2021 8:31
8491,A Google user,After update its crash !!!,2,1/28/2020 14:34
8492,A Google user,BE CAREFUL with Gopay. My Gopay got hacked by someone to buy an app in GooglePlay. Gojek's security system is unreliable and I didn't get my money back.,1,2/21/2020 5:58
8494,SuperNova,"Useful, and efficient",5,5/16/2021 7:25
8495,Apreyta PF,cannot even get to the dashboard,1,3/23/2021 3:04
8496,Rafagang,Too many useless notifications,2,1/13/2023 16:46
8497,A Google user,useful app. the gopay is a new way to pay. keep it up,4,2/19/2020 13:44
8498,maria jessica 8,Good deals good interface,5,5/21/2021 6:25
8500,A Google user,"This is a stupid app, with dumb and rude drivers.. As well as idiot restaurants that cant even post their complete menu including Mcdonalds !",1,1/12/2020 3:49
8501,Wira Mahendra,So helpful. Keep up the good work!,5,9/18/2020 6:06
8502,San San,Hv to update. yet could not be downloaded. Help..what is wrong with it? Thks,5,10/16/2021 16:39
8503,Chander Shekhar Tyagi,Extremely awesome site for day to day requirement,5,2/15/2022 13:59
8504,Abdullah Assegaf,"Go ride voucher are just any, limited compared to competitor😎",1,2/15/2022 2:50
8505,Dimas Prayogo,High quality services,5,4/29/2020 8:55
8506,A Google user,"Nice drivers, know the routes to destination",5,1/30/2020 3:33
8507,A Google user,My gopay suddenly gone. Call cust service from yesterday and they said i just need to wait cause they are still trying fixing it. But no estimation time. It's a bad services took my money and i must wait until unknown time. Fyi this is gopay indonesia.,1,3/14/2020 8:09
8508,M Naufal,"I can't make repayment for my 450,500 paylater eventhough my Go-Pay balance is 450,000. What is wrong with this app?",1,9/19/2020 12:55
8509,Adysan 2014,keep do the best.....and more education for the older employee.....,5,9/9/2021 2:42
8510,Jackie Koh,fast & easy transportation thank you,5,12/9/2020 16:29
8512,Lord Acid,Twice already your drivers cancelled my trip! Frustrated to the max!,1,4/20/2021 23:49
8513,JAY SAMANI,Is there any way to top up gopay via Paypal or any other international debit card or any other Indian payment methods? Please reply.,4,8/1/2020 13:21
8514,Sofyana Siska,"Very helpful, the app is easy to use",5,5/17/2021 4:05
8515,Iko Romario,"Very use apps, very helping and very good 👍",5,5/3/2020 23:43
8516,Muhammad Reko Danuwirya,Very helpfull in need. Assisted my life every time 👍👍,5,3/13/2023 4:24
8517,Bobby Satriohadi,Nice apps. Very helpful in pandemic situation. 👌🤠👍,5,2/12/2022 2:24
8518,Phil Manning,Good app terrrrrible customer support.,1,4/13/2021 11:01
